"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"1990"	"1990"	2563	1063549	241.0
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"1991"	"1991"	2572	1086902	236.6
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"1989"	"1989"	3165	852797	371.1
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"1990"	"1990"	3444	891153	386.5
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"1991"	"1991"	3405	949454	358.6
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"1989"	"1989"	4133	599494	689.4
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"1990"	"1990"	4205	618533	679.8
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"1991"	"1991"	4303	642779	669.4
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"1989"	"1989"	9173	575057	1595.1
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"1990"	"1990"	9034	583031	1549.5
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"1991"	"1991"	8983	584191	1537.7
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"1989"	"1989"	18130	598752	3028.0
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"1990"	"1990"	18214	611025	2980.9
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"1991"	"1991"	18407	628374	2929.3
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"1989"	"1989"	21221	314564	6746.2
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"1990"	"1990"	21404	323345	6619.6
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"1991"	"1991"	21730	338089	6427.3
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"1989"	"1989"	10759	66635	16146.2
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"1990"	"1990"	10952	68734	15933.9
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"1991"	"1991"	11657	74053	15741.4
	"Florida"	"12"	"Male"	"M"	"Not Stated"	"NS"	"1989"	"1989"	37	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"Not Stated"	"NS"	"1990"	"1990"	31	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"Not Stated"	"NS"	"1991"	"1991"	24	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"1989"	"1989"	598	53632	1115.0
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"1990"	"1990"	585	55031	1063.0
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"1991"	"1991"	550	54252	1013.8
	"Georgia"	"13"	"Female"	"F"	"1-4 years"	"1-4"	"1989"	"1989"	112	194841	57.5
	"Georgia"	"13"	"Female"	"F"	"1-4 years"	"1-4"	"1990"	"1990"	98	194610	50.4
	"Georgia"	"13"	"Female"	"F"	"1-4 years"	"1-4"	"1991"	"1991"	101	200923	50.3
	"Georgia"	"13"	"Female"	"F"	"5-9 years"	"5-9"	"1989"	"1989"	56	235487	23.8
	"Georgia"	"13"	"Female"	"F"	"5-9 years"	"5-9"	"1990"	"1990"	55	236221	23.3
	"Georgia"	"13"	"Female"	"F"	"5-9 years"	"5-9"	"1991"	"1991"	54	239446	22.6
	"Georgia"	"13"	"Female"	"F"	"10-14 years"	"10-14"	"1989"	"1989"	43	224738	19.1
	"Georgia"	"13"	"Female"	"F"	"10-14 years"	"10-14"	"1990"	"1990"	66	227082	29.1
	"Georgia"	"13"	"Female"	"F"	"10-14 years"	"10-14"	"1991"	"1991"	52	237426	21.9
	"Georgia"	"13"	"Female"	"F"	"15-19 years"	"15-19"	"1989"	"1989"	158	245815	64.3
	"Georgia"	"13"	"Female"	"F"	"15-19 years"	"15-19"	"1990"	"1990"	131	243300	53.8
	"Georgia"	"13"	"Female"	"F"	"15-19 years"	"15-19"	"1991"	"1991"	135	235422	57.3
	"Georgia"	"13"	"Female"	"F"	"20-24 years"	"20-24"	"1989"	"1989"	193	262936	73.4
	"Georgia"	"13"	"Female"	"F"	"20-24 years"	"20-24"	"1990"	"1990"	177	260989	67.8
	"Georgia"	"13"	"Female"	"F"	"20-24 years"	"20-24"	"1991"	"1991"	177	264585	66.9
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"1989"	"1989"	590	589872	100.0
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"1990"	"1990"	574	593728	96.7
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"1991"	"1991"	502	606918	82.7
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"1989"	"1989"	813	505359	160.9
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"1990"	"1990"	814	518963	156.9
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"1991"	"1991"	880	547341	160.8
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"1989"	"1989"	1360	333008	408.4
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"1990"	"1990"	1326	339556	390.5
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"1991"	"1991"	1336	354591	376.8
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"1989"	"1989"	2739	264290	1036.4
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"1990"	"1990"	2612	265120	985.2
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"1991"	"1991"	2538	267404	949.1
	"Georgia"	"13"	"Female"	"F"	"65-74 years"	"65-74"	"1989"	"1989"	4871	220894	2205.1
	"Georgia"	"13"	"Female"	"F"	"65-74 years"	"65-74"	"1990"	"1990"	4815	223167	2157.6
	"Georgia"	"13"	"Female"	"F"	"65-74 years"	"65-74"	"1991"	"1991"	4896	227253	2154.4
	"Georgia"	"13"	"Female"	"F"	"75-84 years"	"75-84"	"1989"	"1989"	7213	133721	5394.1
	"Georgia"	"13"	"Female"	"F"	"75-84 years"	"75-84"	"1990"	"1990"	7132	136393	5229.0
	"Georgia"	"13"	"Female"	"F"	"75-84 years"	"75-84"	"1991"	"1991"	7277	141017	5160.4
	"Georgia"	"13"	"Female"	"F"	"85+ years"	"85+"	"1989"	"1989"	6057	40892	14812.2
	"Georgia"	"13"	"Female"	"F"	"85+ years"	"85+"	"1990"	"1990"	6089	42119	14456.7
	"Georgia"	"13"	"Female"	"F"	"85+ years"	"85+"	"1991"	"1991"	6339	45674	13878.8
	"Georgia"	"13"	"Male"	"M"	"< 1 year"	"1"	"1989"	"1989"	760	56640	1341.8
	"Georgia"	"13"	"Male"	"M"	"< 1 year"	"1"	"1990"	"1990"	807	57635	1400.2
	"Georgia"	"13"	"Male"	"M"	"< 1 year"	"1"	"1991"	"1991"	705	56036	1258.1
	"Georgia"	"13"	"Male"	"M"	"1-4 years"	"1-4"	"1989"	"1989"	113	204204	55.3
	"Georgia"	"13"	"Male"	"M"	"1-4 years"	"1-4"	"1990"	"1990"	125	204230	61.2
	"Georgia"	"13"	"Male"	"M"	"1-4 years"	"1-4"	"1991"	"1991"	123	210520	58.4
	"Georgia"	"13"	"Male"	"M"	"5-9 years"	"5-9"	"1989"	"1989"	91	245589	37.1
	"Georgia"	"13"	"Male"	"M"	"5-9 years"	"5-9"	"1990"	"1990"	79	246364	32.1
	"Georgia"	"13"	"Male"	"M"	"5-9 years"	"5-9"	"1991"	"1991"	72	249778	28.8
	"Georgia"	"13"	"Male"	"M"	"10-14 years"	"10-14"	"1989"	"1989"	84	235609	35.7
	"Georgia"	"13"	"Male"	"M"	"10-14 years"	"10-14"	"1990"	"1990"	65	238000	27.3
	"Georgia"	"13"	"Male"	"M"	"10-14 years"	"10-14"	"1991"	"1991"	90	249008	36.1
	"Georgia"	"13"	"Male"	"M"	"15-19 years"	"15-19"	"1989"	"1989"	357	259237	137.7
	"Georgia"	"13"	"Male"	"M"	"15-19 years"	"15-19"	"1990"	"1990"	336	256859	130.8
	"Georgia"	"13"	"Male"	"M"	"15-19 years"	"15-19"	"1991"	"1991"	324	248724	130.3
	"Georgia"	"13"	"Male"	"M"	"20-24 years"	"20-24"	"1989"	"1989"	505	265402	190.3
	"Georgia"	"13"	"Male"	"M"	"20-24 years"	"20-24"	"1990"	"1990"	504	264825	190.3
	"Georgia"	"13"	"Male"	"M"	"20-24 years"	"20-24"	"1991"	"1991"	460	269011	171.0
	"Georgia"	"13"	"Male"	"M"	"25-34 years"	"25-34"	"1989"	"1989"	1398	575464	242.9
	"Georgia"	"13"	"Male"	"M"	"25-34 years"	"25-34"	"1990"	"1990"	1401	579767	241.6
	"Georgia"	"13"	"Male"	"M"	"25-34 years"	"25-34"	"1991"	"1991"	1419	596118	238.0
	"Georgia"	"13"	"Male"	"M"	"35-44 years"	"35-44"	"1989"	"1989"	1698	480140	353.6
	"Georgia"	"13"	"Male"	"M"	"35-44 years"	"35-44"	"1990"	"1990"	1795	493437	363.8
	"Georgia"	"13"	"Male"	"M"	"35-44 years"	"35-44"	"1991"	"1991"	1956	522768	374.2
	"Georgia"	"13"	"Male"	"M"	"45-54 years"	"45-54"	"1989"	"1989"	2448	317911	770.0
	"Georgia"	"13"	"Male"	"M"	"45-54 years"	"45-54"	"1990"	"1990"	2392	324887	736.3
	"Georgia"	"13"	"Male"	"M"	"45-54 years"	"45-54"	"1991"	"1991"	2488	338822	734.3
	"Georgia"	"13"	"Male"	"M"	"55-64 years"	"55-64"	"1989"	"1989"	4354	230675	1887.5
	"Georgia"	"13"	"Male"	"M"	"55-64 years"	"55-64"	"1990"	"1990"	4285	232234	1845.1
	"Georgia"	"13"	"Male"	"M"	"55-64 years"	"55-64"	"1991"	"1991"	4326	236254	1831.1
	"Georgia"	"13"	"Male"	"M"	"65-74 years"	"65-74"	"1989"	"1989"	6835	161330	4236.7
	"Georgia"	"13"	"Male"	"M"	"65-74 years"	"65-74"	"1990"	"1990"	6611	163105	4053.2
	"Georgia"	"13"	"Male"	"M"	"65-74 years"	"65-74"	"1991"	"1991"	6755	167088	4042.8
	"Georgia"	"13"	"Male"	"M"	"75-84 years"	"75-84"	"1989"	"1989"	6370	70219	9071.6
	"Georgia"	"13"	"Male"	"M"	"75-84 years"	"75-84"	"1990"	"1990"	6375	71864	8870.9
	"Georgia"	"13"	"Male"	"M"	"75-84 years"	"75-84"	"1991"	"1991"	6531	74732	8739.2
	"Georgia"	"13"	"Male"	"M"	"85+ years"	"85+"	"1989"	"1989"	2441	13694	17825.3
	"Georgia"	"13"	"Male"	"M"	"85+ years"	"85+"	"1990"	"1990"	2557	13894	18403.6
	"Georgia"	"13"	"Male"	"M"	"85+ years"	"85+"	"1991"	"1991"	2712	14803	18320.6
	"Hawaii"	"15"	"Female"	"F"	"< 1 year"	"1"	"1989"	"1989"	61	9456	645.1
	"Hawaii"	"15"	"Female"	"F"	"< 1 year"	"1"	"1990"	"1990"	59	9990	590.6
	"Hawaii"	"15"	"Female"	"F"	"< 1 year"	"1"	"1991"	"1991"	66	9568	689.8
	"Hawaii"	"15"	"Female"	"F"	"1-4 years"	"1-4"	"1989"	"1989"	14	33082	42.3
	"Hawaii"	"15"	"Female"	"F"	"15-19 years"	"15-19"	"1989"	"1989"	13	35314	36.8
	"Hawaii"	"15"	"Female"	"F"	"15-19 years"	"15-19"	"1990"	"1990"	13	34672	37.5
	"Hawaii"	"15"	"Female"	"F"	"15-19 years"	"15-19"	"1991"	"1991"	10	35011	28.6
	"Hawaii"	"15"	"Female"	"F"	"20-24 years"	"20-24"	"1989"	"1989"	25	40404	61.9
	"Hawaii"	"15"	"Female"	"F"	"20-24 years"	"20-24"	"1990"	"1990"	22	40554	54.2
	"Hawaii"	"15"	"Female"	"F"	"20-24 years"	"20-24"	"1991"	"1991"	14	38570	36.3
	"Hawaii"	"15"	"Female"	"F"	"25-34 years"	"25-34"	"1989"	"1989"	45	96535	46.6
	"Hawaii"	"15"	"Female"	"F"	"25-34 years"	"25-34"	"1990"	"1990"	47	96797	48.6
	"Hawaii"	"15"	"Female"	"F"	"25-34 years"	"25-34"	"1991"	"1991"	57	98232	58.0
	"Hawaii"	"15"	"Female"	"F"	"35-44 years"	"35-44"	"1989"	"1989"	84	84219	99.7
	"Hawaii"	"15"	"Female"	"F"	"35-44 years"	"35-44"	"1990"	"1990"	97	86655	111.9
	"Hawaii"	"15"	"Female"	"F"	"35-44 years"	"35-44"	"1991"	"1991"	103	91862	112.1
	"Hawaii"	"15"	"Female"	"F"	"45-54 years"	"45-54"	"1989"	"1989"	164	51823	316.5
	"Hawaii"	"15"	"Female"	"F"	"45-54 years"	"45-54"	"1990"	"1990"	151	54016	279.5
	"Hawaii"	"15"	"Female"	"F"	"45-54 years"	"45-54"	"1991"	"1991"	166	57370	289.3
	"Hawaii"	"15"	"Female"	"F"	"55-64 years"	"55-64"	"1989"	"1989"	318	50200	633.5
	"Hawaii"	"15"	"Female"	"F"	"55-64 years"	"55-64"	"1990"	"1990"	359	50371	712.7
	"Hawaii"	"15"	"Female"	"F"	"55-64 years"	"55-64"	"1991"	"1991"	337	50254	670.6
	"Hawaii"	"15"	"Female"	"F"	"65-74 years"	"65-74"	"1989"	"1989"	522	39393	1325.1
	"Hawaii"	"15"	"Female"	"F"	"65-74 years"	"65-74"	"1990"	"1990"	579	40764	1420.4
	"Hawaii"	"15"	"Female"	"F"	"65-74 years"	"65-74"	"1991"	"1991"	630	42204	1492.7
	"Hawaii"	"15"	"Female"	"F"	"75-84 years"	"75-84"	"1989"	"1989"	694	17310	4009.2
	"Hawaii"	"15"	"Female"	"F"	"75-84 years"	"75-84"	"1990"	"1990"	700	17920	3906.2
	"Hawaii"	"15"	"Female"	"F"	"75-84 years"	"75-84"	"1991"	"1991"	688	19411	3544.4
	"Hawaii"	"15"	"Female"	"F"	"85+ years"	"85+"	"1989"	"1989"	744	6030	12338.3
	"Hawaii"	"15"	"Female"	"F"	"85+ years"	"85+"	"1990"	"1990"	790	6253	12633.9
	"Hawaii"	"15"	"Female"	"F"	"85+ years"	"85+"	"1991"	"1991"	778	6538	11899.7
	"Hawaii"	"15"	"Male"	"M"	"< 1 year"	"1"	"1989"	"1989"	99	9911	998.9
	"Hawaii"	"15"	"Male"	"M"	"< 1 year"	"1"	"1990"	"1990"	79	10499	752.5
	"Hawaii"	"15"	"Male"	"M"	"< 1 year"	"1"	"1991"	"1991"	81	10354	782.3
	"Hawaii"	"15"	"Male"	"M"	"1-4 years"	"1-4"	"1989"	"1989"	19	34962	54.3
	"Hawaii"	"15"	"Male"	"M"	"1-4 years"	"1-4"	"1990"	"1990"	23	34306	67.0
	"Hawaii"	"15"	"Male"	"M"	"1-4 years"	"1-4"	"1991"	"1991"	13	35621	36.5
	"Hawaii"	"15"	"Male"	"M"	"5-9 years"	"5-9"	"1991"	"1991"	11	41316	26.6
	"Hawaii"	"15"	"Male"	"M"	"10-14 years"	"10-14"	"1991"	"1991"	11	39491	27.9
	"Hawaii"	"15"	"Male"	"M"	"15-19 years"	"15-19"	"1989"	"1989"	36	38902	92.5
	"Hawaii"	"15"	"Male"	"M"	"15-19 years"	"15-19"	"1990"	"1990"	34	38378	88.6
	"Hawaii"	"15"	"Male"	"M"	"15-19 years"	"15-19"	"1991"	"1991"	23	38260	60.1
	"Hawaii"	"15"	"Male"	"M"	"20-24 years"	"20-24"	"1989"	"1989"	48	51563	93.1
	"Hawaii"	"15"	"Male"	"M"	"20-24 years"	"20-24"	"1990"	"1990"	61	51139	119.3
	"Hawaii"	"15"	"Male"	"M"	"20-24 years"	"20-24"	"1991"	"1991"	52	49506	105.0
	"Hawaii"	"15"	"Male"	"M"	"25-34 years"	"25-34"	"1989"	"1989"	169	104091	162.4
	"Hawaii"	"15"	"Male"	"M"	"25-34 years"	"25-34"	"1990"	"1990"	158	104178	151.7
	"Hawaii"	"15"	"Male"	"M"	"25-34 years"	"25-34"	"1991"	"1991"	155	106324	145.8
	"Hawaii"	"15"	"Male"	"M"	"35-44 years"	"35-44"	"1989"	"1989"	196	87928	222.9
	"Hawaii"	"15"	"Male"	"M"	"35-44 years"	"35-44"	"1990"	"1990"	210	90706	231.5
	"Hawaii"	"15"	"Male"	"M"	"35-44 years"	"35-44"	"1991"	"1991"	246	95948	256.4
	"Hawaii"	"15"	"Male"	"M"	"45-54 years"	"45-54"	"1989"	"1989"	240	51171	469.0
	"Hawaii"	"15"	"Male"	"M"	"45-54 years"	"45-54"	"1990"	"1990"	276	53630	514.6
	"Hawaii"	"15"	"Male"	"M"	"45-54 years"	"45-54"	"1991"	"1991"	261	57038	457.6
	"Hawaii"	"15"	"Male"	"M"	"55-64 years"	"55-64"	"1989"	"1989"	536	43959	1219.3
	"Hawaii"	"15"	"Male"	"M"	"55-64 years"	"55-64"	"1990"	"1990"	532	43708	1217.2
	"Hawaii"	"15"	"Male"	"M"	"55-64 years"	"55-64"	"1991"	"1991"	461	44210	1042.8
	"Hawaii"	"15"	"Male"	"M"	"65-74 years"	"65-74"	"1989"	"1989"	906	36383	2490.2
	"Hawaii"	"15"	"Male"	"M"	"65-74 years"	"65-74"	"1990"	"1990"	981	37290	2630.7
	"Hawaii"	"15"	"Male"	"M"	"65-74 years"	"65-74"	"1991"	"1991"	949	38080	2492.1
	"Hawaii"	"15"	"Male"	"M"	"75-84 years"	"75-84"	"1989"	"1989"	972	17229	5641.7
	"Hawaii"	"15"	"Male"	"M"	"75-84 years"	"75-84"	"1990"	"1990"	1010	17691	5709.1
	"Hawaii"	"15"	"Male"	"M"	"75-84 years"	"75-84"	"1991"	"1991"	1056	18409	5736.3
	"Hawaii"	"15"	"Male"	"M"	"85+ years"	"85+"	"1989"	"1989"	562	3638	15448.0
	"Hawaii"	"15"	"Male"	"M"	"85+ years"	"85+"	"1990"	"1990"	565	3809	14833.3
	"Hawaii"	"15"	"Male"	"M"	"85+ years"	"85+"	"1991"	"1991"	621	4220	14715.6
	"Idaho"	"16"	"Female"	"F"	"< 1 year"	"1"	"1989"	"1989"	62	7634	812.2
	"Idaho"	"16"	"Female"	"F"	"< 1 year"	"1"	"1990"	"1990"	64	8053	794.7
	"Idaho"	"16"	"Female"	"F"	"< 1 year"	"1"	"1991"	"1991"	63	8188	769.4
	"Idaho"	"16"	"Female"	"F"	"1-4 years"	"1-4"	"1989"	"1989"	17	31759	53.5
	"Idaho"	"16"	"Female"	"F"	"1-4 years"	"1-4"	"1990"	"1990"	16	31797	50.3
	"Idaho"	"16"	"Female"	"F"	"1-4 years"	"1-4"	"1991"	"1991"	14	31993	43.8
	"Idaho"	"16"	"Female"	"F"	"5-9 years"	"5-9"	"1989"	"1989"	10	44166	22.6
	"Idaho"	"16"	"Female"	"F"	"10-14 years"	"10-14"	"1990"	"1990"	14	43769	32.0
	"Idaho"	"16"	"Female"	"F"	"10-14 years"	"10-14"	"1991"	"1991"	14	45907	30.5
	"Idaho"	"16"	"Female"	"F"	"15-19 years"	"15-19"	"1989"	"1989"	19	39075	48.6
	"Idaho"	"16"	"Female"	"F"	"15-19 years"	"15-19"	"1990"	"1990"	25	39684	63.0
	"Idaho"	"16"	"Female"	"F"	"15-19 years"	"15-19"	"1991"	"1991"	24	41207	58.2
	"Idaho"	"16"	"Female"	"F"	"20-24 years"	"20-24"	"1989"	"1989"	26	31753	81.9
	"Idaho"	"16"	"Female"	"F"	"20-24 years"	"20-24"	"1990"	"1990"	13	31681	41.0
	"Idaho"	"16"	"Female"	"F"	"20-24 years"	"20-24"	"1991"	"1991"	21	33943	61.9
	"Idaho"	"16"	"Female"	"F"	"25-34 years"	"25-34"	"1989"	"1989"	44	76613	57.4
	"Idaho"	"16"	"Female"	"F"	"25-34 years"	"25-34"	"1990"	"1990"	46	76379	60.2
	"Idaho"	"16"	"Female"	"F"	"25-34 years"	"25-34"	"1991"	"1991"	52	76054	68.4
	"Idaho"	"16"	"Female"	"F"	"35-44 years"	"35-44"	"1989"	"1989"	86	71358	120.5
	"Idaho"	"16"	"Female"	"F"	"35-44 years"	"35-44"	"1990"	"1990"	76	73708	103.1
	"Idaho"	"16"	"Female"	"F"	"35-44 years"	"35-44"	"1991"	"1991"	88	79799	110.3
	"Idaho"	"16"	"Female"	"F"	"45-54 years"	"45-54"	"1989"	"1989"	139	47524	292.5
	"Idaho"	"16"	"Female"	"F"	"45-54 years"	"45-54"	"1990"	"1990"	133	48813	272.5
	"Idaho"	"16"	"Female"	"F"	"45-54 years"	"45-54"	"1991"	"1991"	130	51437	252.7
	"Idaho"	"16"	"Female"	"F"	"55-64 years"	"55-64"	"1989"	"1989"	301	39712	758.0
	"Idaho"	"16"	"Female"	"F"	"55-64 years"	"55-64"	"1990"	"1990"	295	40010	737.3
	"Idaho"	"16"	"Female"	"F"	"55-64 years"	"55-64"	"1991"	"1991"	314	40935	767.1
	"Idaho"	"16"	"Female"	"F"	"65-74 years"	"65-74"	"1989"	"1989"	634	36957	1715.5
	"Idaho"	"16"	"Female"	"F"	"65-74 years"	"65-74"	"1990"	"1990"	666	37324	1784.4
	"Idaho"	"16"	"Female"	"F"	"65-74 years"	"65-74"	"1991"	"1991"	715	37695	1896.8
	"Idaho"	"16"	"Female"	"F"	"75-84 years"	"75-84"	"1989"	"1989"	994	22676	4383.5
	"Idaho"	"16"	"Female"	"F"	"75-84 years"	"75-84"	"1990"	"1990"	996	23266	4280.9
	"Idaho"	"16"	"Female"	"F"	"75-84 years"	"75-84"	"1991"	"1991"	1059	24291	4359.6
	"Idaho"	"16"	"Female"	"F"	"85+ years"	"85+"	"1989"	"1989"	1059	7497	14125.7
	"Idaho"	"16"	"Female"	"F"	"85+ years"	"85+"	"1990"	"1990"	1042	7689	13551.8
	"Idaho"	"16"	"Female"	"F"	"85+ years"	"85+"	"1991"	"1991"	1190	8258	14410.3
	"Idaho"	"16"	"Male"	"M"	"< 1 year"	"1"	"1989"	"1989"	92	8249	1115.3
	"Idaho"	"16"	"Male"	"M"	"< 1 year"	"1"	"1990"	"1990"	79	8380	942.7
	"Idaho"	"16"	"Male"	"M"	"< 1 year"	"1"	"1991"	"1991"	83	8633	961.4
	"Idaho"	"16"	"Male"	"M"	"1-4 years"	"1-4"	"1989"	"1989"	22	33363	65.9
	"Idaho"	"16"	"Male"	"M"	"1-4 years"	"1-4"	"1990"	"1990"	18	33263	54.1
	"Idaho"	"16"	"Male"	"M"	"1-4 years"	"1-4"	"1991"	"1991"	19	33496	56.7
	"Idaho"	"16"	"Male"	"M"	"5-9 years"	"5-9"	"1989"	"1989"	17	46610	36.5
	"Idaho"	"16"	"Male"	"M"	"5-9 years"	"5-9"	"1990"	"1990"	12	46134	26.0
	"Idaho"	"16"	"Male"	"M"	"5-9 years"	"5-9"	"1991"	"1991"	10	45841	21.8
	"Idaho"	"16"	"Male"	"M"	"10-14 years"	"10-14"	"1989"	"1989"	23	44717	51.4
	"Idaho"	"16"	"Male"	"M"	"10-14 years"	"10-14"	"1990"	"1990"	19	46104	41.2
	"Idaho"	"16"	"Male"	"M"	"10-14 years"	"10-14"	"1991"	"1991"	28	48472	57.8
	"Idaho"	"16"	"Male"	"M"	"15-19 years"	"15-19"	"1989"	"1989"	52	40327	128.9
	"Idaho"	"16"	"Male"	"M"	"15-19 years"	"15-19"	"1990"	"1990"	52	41051	126.7
	"Idaho"	"16"	"Male"	"M"	"15-19 years"	"15-19"	"1991"	"1991"	41	42597	96.3
	"Idaho"	"16"	"Male"	"M"	"20-24 years"	"20-24"	"1989"	"1989"	51	34052	149.8
	"Idaho"	"16"	"Male"	"M"	"20-24 years"	"20-24"	"1990"	"1990"	62	34126	181.7
	"Idaho"	"16"	"Male"	"M"	"20-24 years"	"20-24"	"1991"	"1991"	63	36246	173.8
	"Idaho"	"16"	"Male"	"M"	"25-34 years"	"25-34"	"1989"	"1989"	134	77135	173.7
	"Idaho"	"16"	"Male"	"M"	"25-34 years"	"25-34"	"1990"	"1990"	109	76567	142.4
	"Idaho"	"16"	"Male"	"M"	"25-34 years"	"25-34"	"1991"	"1991"	112	76695	146.0
	"Idaho"	"16"	"Male"	"M"	"35-44 years"	"35-44"	"1989"	"1989"	130	72754	178.7
	"Idaho"	"16"	"Male"	"M"	"35-44 years"	"35-44"	"1990"	"1990"	164	75184	218.1
	"Idaho"	"16"	"Male"	"M"	"35-44 years"	"35-44"	"1991"	"1991"	171	81218	210.5
	"Idaho"	"16"	"Male"	"M"	"45-54 years"	"45-54"	"1989"	"1989"	216	48187	448.3
	"Idaho"	"16"	"Male"	"M"	"45-54 years"	"45-54"	"1990"	"1990"	231	49540	466.3
	"Idaho"	"16"	"Male"	"M"	"45-54 years"	"45-54"	"1991"	"1991"	208	52161	398.8
	"Idaho"	"16"	"Male"	"M"	"55-64 years"	"55-64"	"1989"	"1989"	483	37493	1288.2
	"Idaho"	"16"	"Male"	"M"	"55-64 years"	"55-64"	"1990"	"1990"	462	37854	1220.5
	"Idaho"	"16"	"Male"	"M"	"55-64 years"	"55-64"	"1991"	"1991"	448	39104	1145.7
	"Idaho"	"16"	"Male"	"M"	"65-74 years"	"65-74"	"1989"	"1989"	1012	32099	3152.7
	"Idaho"	"16"	"Male"	"M"	"65-74 years"	"65-74"	"1990"	"1990"	982	32270	3043.1
	"Idaho"	"16"	"Male"	"M"	"65-74 years"	"65-74"	"1991"	"1991"	953	32722	2912.4
	"Idaho"	"16"	"Male"	"M"	"75-84 years"	"75-84"	"1989"	"1989"	1223	16388	7462.8
	"Idaho"	"16"	"Male"	"M"	"75-84 years"	"75-84"	"1990"	"1990"	1202	16777	7164.6
	"Idaho"	"16"	"Male"	"M"	"75-84 years"	"75-84"	"1991"	"1991"	1242	17605	7054.8
	"Idaho"	"16"	"Male"	"M"	"85+ years"	"85+"	"1989"	"1989"	619	3500	17685.7
	"Idaho"	"16"	"Male"	"M"	"85+ years"	"85+"	"1990"	"1990"	667	3575	18657.3
	"Idaho"	"16"	"Male"	"M"	"85+ years"	"85+"	"1991"	"1991"	653	3780	17275.1
	"Illinois"	"17"	"Female"	"F"	"< 1 year"	"1"	"1989"	"1989"	1010	93253	1083.1
	"Illinois"	"17"	"Female"	"F"	"< 1 year"	"1"	"1990"	"1990"	924	95443	968.1
	"Illinois"	"17"	"Female"	"F"	"< 1 year"	"1"	"1991"	"1991"	904	95089	950.7
	"Illinois"	"17"	"Female"	"F"	"1-4 years"	"1-4"	"1989"	"1989"	162	335900	48.2
	"Illinois"	"17"	"Female"	"F"	"1-4 years"	"1-4"	"1990"	"1990"	138	333548	41.4
	"Illinois"	"17"	"Female"	"F"	"1-4 years"	"1-4"	"1991"	"1991"	167	339221	49.2
	"Illinois"	"17"	"Female"	"F"	"5-9 years"	"5-9"	"1989"	"1989"	92	411138	22.4
	"Illinois"	"17"	"Female"	"F"	"5-9 years"	"5-9"	"1990"	"1990"	68	407139	16.7
	"Illinois"	"17"	"Female"	"F"	"5-9 years"	"5-9"	"1991"	"1991"	79	404718	19.5
	"Illinois"	"17"	"Female"	"F"	"10-14 years"	"10-14"	"1989"	"1989"	83	384866	21.6
	"Illinois"	"17"	"Female"	"F"	"10-14 years"	"10-14"	"1990"	"1990"	64	387433	16.5
	"Illinois"	"17"	"Female"	"F"	"10-14 years"	"10-14"	"1991"	"1991"	75	398367	18.8
	"Illinois"	"17"	"Female"	"F"	"15-19 years"	"15-19"	"1989"	"1989"	195	405147	48.1
