Sex,Species,Start,Finish,Transfer
Male,Human,Medical,Marines,no
Male,Human,Marines,Intelligence,no
Female,Human,Medical,Medical,no
Male,Human,Tactical,Resigned,no
Female,Human,Medical,Intelligence,no
Female,Vulcan,Marines,Operations,no
Male,Human,Security,Resigned,no
Female,Human,Medical,Medical,yes
Male,Human,Tactical,Resigned,no
Female,Human,Marines,Medical,no
Male,Human,Marines,Intelligence,no
Male,Human,Security,Security,yes
Male,Human,Marines,Personnel,no
Female,Human,Security,Resigned,no
Male,Human,Engineering,Intelligence,yes
Male,Human,Tactical,Resigned,no
Male,Bajoran,Marines,Intelligence,no
Male,Human,Security,Resigned,no
Male,Bajoran,Marines,Resigned,no
Female,Human,Medical,Intelligence,no
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Resigned,yes
Male,Human,Marines,Engineering,no
Female,Betazoid,Security,Resigned,no
Male,Human,Security,Resigned,yes
Male,Human,Operations,Operations,no
Male,Bajoran,Medical,Resigned,no
Male,Human,Intelligence,Resigned,no
Male,Human,Engineering,Tactical,no
Male,Human,Tactical,Resigned,no
Male,Human,Operations,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Security,Personnel,yes
Male,Human,Personnel,Resigned,no
Male,Betazoid,Personnel,Medical,no
Male,Human,Engineering,Operations,no
Male,Human,Operations,Operations,no
Male,Human,Tactical,Tactical,yes
Female,Human,Medical,Resigned,no
Female,Vulcan,Marines,Security,no
Female,Human,Marines,Resigned,no
Male,Human,Intelligence,Resigned,no
Male,Human,Engineering,Personnel,no
Male,Human,Marines,Resigned,yes
Male,Human,Tactical,Resigned,no
Female,Betazoid,Security,Security,no
Male,Human,Engineering,Engineering,no
Male,Human,Security,Security,no
Male,Vulcan,Marines,Engineering,no
Male,Vulcan,Engineering,Intelligence,no
Male,Human,Engineering,Intelligence,no
Male,Betazoid,Medical,Medical,yes
Male,Human,Tactical,Intelligence,no
Female,Vulcan,Medical,Operations,yes
Male,Betazoid,Operations,Operations,yes
Male,Human,Engineering,Resigned,no
Female,Human,Medical,Intelligence,no
Male,Betazoid,Tactical,Resigned,yes
Male,Human,Engineering,Engineering,yes
Male,Human,Security,Resigned,no
Male,Bajoran,Engineering,Resigned,no
Female,Human,Medical,Resigned,yes
Male,Human,Tactical,Resigned,no
Female,Bajoran,Security,Personnel,no
Male,Human,Personnel,Resigned,no
Male,Betazoid,Personnel,Engineering,no
Male,Human,Intelligence,Intelligence,no
Male,Vulcan,Engineering,Resigned,yes
Male,Human,Security,Resigned,no
Male,Human,Operations,Resigned,no
Male,Human,Security,Resigned,yes
Male,Human,Engineering,Resigned,no
Male,Vulcan,Security,Resigned,no
Female,Human,Personnel,Intelligence,no
Male,Human,Marines,Operations,no
Male,Human,Medical,Operations,yes
Male,Human,Operations,Resigned,no
Male,Betazoid,Tactical,Resigned,no
Male,Betazoid,Security,Resigned,yes
Male,Human,Security,Security,yes
Male,Bajoran,Marines,Tactical,no
Male,Human,Tactical,Security,no
Male,Human,Security,Marines,yes
Male,Human,Medical,Intelligence,no
Male,Human,Engineering,Marines,no
Male,Betazoid,Security,Security,no
Male,Bajoran,Tactical,Tactical,no
Male,Betazoid,Engineering,Engineering,yes
Male,Human,Engineering,Marines,no
Male,Bajoran,Engineering,Engineering,no
Male,Human,Engineering,Engineering,yes
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Intelligence,no
Male,Human,Security,Marines,no
Female,Bajoran,Engineering,Marines,no
Male,Bajoran,Medical,Marines,no
Male,Betazoid,Engineering,Engineering,yes
Male,Bajoran,Engineering,Marines,no
Male,Human,Operations,Operations,yes
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Resigned,yes
Male,Human,Tactical,Personnel,no
Male,Human,Engineering,Resigned,no
Female,Bajoran,Medical,Medical,no
Male,Human,Security,Intelligence,no
Male,Human,Tactical,Tactical,yes
Female,Human,Operations,Operations,no
Male,Human,Marines,Engineering,no
Female,Human,Engineering,Resigned,yes
Male,Human,Engineering,Resigned,no
Male,Human,Operations,Operations,yes
Male,Human,Tactical,Tactical,yes
Female,Human,Engineering,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Medical,Personnel,no
Female,Human,Tactical,Tactical,no
Female,Betazoid,Intelligence,Engineering,yes
Male,Human,Security,Personnel,no
Male,Human,Security,Intelligence,no
Female,Human,Security,Security,yes
Male,Human,Security,Security,yes
Male,Human,Security,Intelligence,yes
Male,Betazoid,Marines,Engineering,no
Male,Human,Marines,Engineering,no
Male,Betazoid,Tactical,Intelligence,no
Female,Human,Tactical,Personnel,no
Male,Human,Operations,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Medical,no
Male,Vulcan,Security,Security,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Marines,no
Male,Betazoid,Medical,Resigned,no
Male,Betazoid,Engineering,Engineering,no
Male,Vulcan,Engineering,Engineering,yes
Male,Human,Security,Security,yes
Male,Human,Tactical,Resigned,no
Male,Vulcan,Tactical,Resigned,no
Male,Betazoid,Security,Resigned,no
Male,Human,Marines,Tactical,no
Female,Betazoid,Security,Security,yes
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Medical,yes
Male,Human,Medical,Resigned,no
Male,Human,Operations,Resigned,no
Female,Betazoid,Engineering,Intelligence,yes
Male,Human,Medical,Resigned,no
Male,Betazoid,Security,Intelligence,no
Male,Betazoid,Security,Intelligence,no
Male,Human,Tactical,Tactical,yes
Male,Human,Engineering,Personnel,no
Male,Betazoid,Security,Intelligence,no
Female,Betazoid,Medical,Resigned,yes
Male,Betazoid,Intelligence,Marines,no
Male,Human,Tactical,Tactical,no
Male,Betazoid,Marines,Resigned,no
Female,Bajoran,Marines,Operations,no
Male,Human,Security,Operations,no
Male,Human,Security,Resigned,no
Female,Human,Engineering,Engineering,yes
Female,Human,Medical,Intelligence,no
Male,Betazoid,Operations,Resigned,no
Male,Human,Security,Security,no
Male,Human,Marines,Resigned,no
Female,Betazoid,Medical,Medical,no
Female,Human,Security,Resigned,no
Male,Human,Marines,Personnel,no
Male,Human,Medical,Intelligence,no
Female,Human,Medical,Resigned,yes
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Intelligence,no
Female,Betazoid,Tactical,Security,yes
Male,Human,Tactical,Resigned,yes
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Resigned,yes
Male,Human,Intelligence,Engineering,no
Male,Human,Security,Resigned,no
Male,Human,Operations,Intelligence,no
Male,Human,Operations,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Operations,Operations,yes
Male,Human,Security,Security,no
Male,Bajoran,Tactical,Resigned,no
Male,Betazoid,Security,Security,yes
Male,Human,Security,Resigned,no
Male,Human,Medical,Medical,yes
Female,Human,Security,Resigned,no
Male,Human,Security,Personnel,no
Female,Human,Marines,Resigned,no
Male,Human,Operations,Intelligence,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Resigned,yes
Male,Human,Intelligence,Tactical,no
Female,Bajoran,Engineering,Engineering,yes
Male,Bajoran,Marines,Engineering,no
Male,Bajoran,Tactical,Tactical,yes
Male,Bajoran,Medical,Medical,no
Female,Vulcan,Operations,Resigned,no
Male,Bajoran,Medical,Medical,no
Male,Bajoran,Engineering,Engineering,no
Male,Human,Security,Resigned,no
Male,Human,Security,Operations,no
Male,Human,Security,Security,no
Male,Human,Medical,Resigned,yes
Female,Human,Security,Marines,no
Male,Human,Marines,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Intelligence,Engineering,no
Male,Human,Marines,Resigned,yes
Male,Human,Engineering,Resigned,yes
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Tactical,no
Male,Betazoid,Tactical,Tactical,no
Male,Human,Tactical,Personnel,no
Female,Vulcan,Personnel,Resigned,no
Male,Betazoid,Operations,Intelligence,no
Male,Human,Tactical,Resigned,yes
Female,Human,Intelligence,Resigned,no
Female,Bajoran,Marines,Operations,no
Male,Human,Engineering,Personnel,no
Male,Human,Engineering,Engineering,yes
Male,Human,Medical,Resigned,no
Male,Human,Personnel,Intelligence,no
Male,Human,Medical,Resigned,yes
Male,Human,Security,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Human,Personnel,Tactical,no
Male,Human,Medical,Resigned,yes
Male,Human,Security,Resigned,no
Male,Betazoid,Security,Security,yes
Male,Human,Marines,Operations,no
Male,Human,Tactical,Personnel,no
Female,Human,Medical,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Engineering,Resigned,no
Female,Human,Marines,Security,no
Male,Human,Medical,Medical,yes
Male,Human,Engineering,Resigned,no
Male,Human,Medical,Personnel,yes
Female,Human,Intelligence,Security,no
Male,Human,Operations,Resigned,no
Male,Human,Medical,Personnel,no
Male,Bajoran,Operations,Resigned,yes
Female,Human,Security,Security,yes
Female,Betazoid,Security,Security,no
Male,Human,Tactical,Resigned,no
Male,Human,Marines,Resigned,yes
Male,Human,Tactical,Marines,no
Male,Human,Medical,Medical,yes
Male,Betazoid,Medical,Medical,yes
Female,Human,Medical,Medical,no
Male,Human,Marines,Intelligence,no
Male,Human,Tactical,Resigned,yes
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Tactical,yes
Male,Human,Marines,Engineering,no
Male,Human,Medical,Resigned,no
Male,Human,Security,Resigned,no
Male,Bajoran,Tactical,Operations,yes
Male,Human,Security,Security,yes
Male,Human,Tactical,Engineering,yes
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Bajoran,Engineering,Resigned,no
Female,Human,Operations,Operations,no
Female,Human,Security,Resigned,no
Female,Human,Marines,Security,no
Male,Human,Security,Resigned,no
Male,Human,Marines,Resigned,no
Male,Bajoran,Engineering,Resigned,no
Female,Human,Operations,Intelligence,no
Male,Human,Tactical,Resigned,no
Male,Bajoran,Tactical,Resigned,yes
Male,Human,Marines,Security,no
Male,Human,Engineering,Resigned,yes
Male,Human,Intelligence,Security,no
Male,Human,Security,Security,yes
Male,Human,Marines,Resigned,no
Male,Bajoran,Marines,Resigned,no
Male,Betazoid,Tactical,Resigned,no
Male,Human,Personnel,Marines,no
Male,Human,Engineering,Engineering,yes
Male,Human,Engineering,Engineering,yes
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Engineering,yes
Female,Betazoid,Tactical,Personnel,no
Male,Human,Tactical,Resigned,yes
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Resigned,no
Female,Bajoran,Marines,Medical,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,yes
Female,Human,Personnel,Operations,no
Male,Human,Tactical,Tactical,yes
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Medical,yes
Male,Betazoid,Tactical,Resigned,no
Female,Human,Security,Security,yes
Male,Human,Intelligence,Medical,no
Male,Human,Marines,Resigned,no
Male,Human,Engineering,Tactical,yes
Female,Human,Security,Security,no
Male,Bajoran,Tactical,Engineering,no
Female,Human,Tactical,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Human,Security,Resigned,no
Female,Human,Operations,Operations,no
Male,Betazoid,Engineering,Engineering,yes
Male,Human,Tactical,Resigned,yes
Male,Betazoid,Tactical,Resigned,no
Male,Human,Medical,Intelligence,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Resigned,no
Female,Human,Marines,Engineering,yes
Male,Human,Security,Resigned,yes
Male,Bajoran,Tactical,Tactical,yes
Female,Bajoran,Marines,Intelligence,yes
Female,Bajoran,Marines,Medical,yes
Male,Human,Security,Resigned,yes
Female,Betazoid,Security,Intelligence,no
Male,Human,Security,Personnel,yes
Male,Human,Tactical,Tactical,yes
Male,Human,Tactical,Resigned,yes
Male,Human,Medical,Medical,yes
Male,Human,Marines,Tactical,no
Male,Human,Tactical,Engineering,no
Female,Human,Engineering,Resigned,no
Male,Human,Tactical,Resigned,no
Female,Human,Engineering,Engineering,no
Male,Human,Intelligence,Resigned,no
Female,Human,Medical,Resigned,yes
Male,Human,Marines,Resigned,no
Male,Betazoid,Engineering,Engineering,yes
Male,Vulcan,Marines,Tactical,yes
Male,Human,Marines,Resigned,yes
Male,Betazoid,Marines,Resigned,no
Male,Vulcan,Security,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Intelligence,no
Male,Human,Engineering,Intelligence,no
Female,Bajoran,Marines,Operations,no
Male,Human,Personnel,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Marines,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Operations,Operations,no
Male,Bajoran,Security,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Intelligence,yes
Female,Human,Security,Resigned,no
Male,Human,Engineering,Engineering,yes
Male,Human,Engineering,Intelligence,no
Male,Human,Engineering,Resigned,no
Male,Human,Operations,Operations,yes
Male,Betazoid,Operations,Operations,yes
Male,Human,Tactical,Operations,yes
Female,Human,Security,Resigned,no
Male,Human,Security,Security,yes
Male,Human,Marines,Security,no
Male,Human,Tactical,Resigned,no
Male,Bajoran,Security,Engineering,no
Male,Bajoran,Medical,Resigned,no
Female,Human,Marines,Operations,no
Female,Human,Engineering,Resigned,no
Male,Betazoid,Operations,Operations,yes
Male,Betazoid,Intelligence,Resigned,no
Female,Betazoid,Operations,Resigned,no
Male,Human,Security,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Engineering,yes
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Marines,Tactical,yes
Male,Vulcan,Engineering,Operations,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Engineering,yes
Female,Human,Personnel,Resigned,no
Male,Human,Operations,Resigned,yes
Male,Human,Tactical,Tactical,no
Male,Bajoran,Marines,Resigned,no
Male,Betazoid,Tactical,Tactical,no
Male,Human,Engineering,Resigned,yes
Male,Human,Tactical,Personnel,no
Female,Human,Tactical,Tactical,no
Male,Human,Intelligence,Engineering,no
Male,Human,Security,Resigned,no
Male,Human,Operations,Resigned,no
Male,Human,Tactical,Resigned,no
Female,Human,Intelligence,Security,no
Female,Human,Medical,Resigned,yes
Female,Betazoid,Tactical,Resigned,no
Male,Human,Security,Resigned,no
Male,Bajoran,Engineering,Resigned,yes
Male,Human,Marines,Operations,no
Male,Human,Medical,Resigned,no
Male,Human,Medical,Operations,no
Female,Human,Tactical,Resigned,no
Male,Human,Tactical,Resigned,yes
Male,Human,Tactical,Resigned,yes
Male,Human,Marines,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Tactical,Personnel,no
Male,Human,Engineering,Intelligence,no
Male,Human,Intelligence,Tactical,no
Male,Human,Tactical,Intelligence,no
Male,Betazoid,Engineering,Resigned,no
Male,Human,Tactical,Tactical,yes
Female,Human,Marines,Security,no
Male,Betazoid,Marines,Engineering,no
Male,Human,Engineering,Resigned,yes
Male,Human,Marines,Resigned,no
Male,Human,Medical,Medical,yes
Female,Human,Operations,Resigned,no
Male,Human,Security,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Human,Security,Intelligence,no
Female,Betazoid,Medical,Medical,yes
Male,Vulcan,Marines,Resigned,no
Male,Human,Security,Resigned,no
Female,Human,Medical,Resigned,no
Male,Bajoran,Tactical,Resigned,no
Male,Betazoid,Medical,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Bajoran,Medical,Medical,yes
Male,Bajoran,Intelligence,Resigned,no
Female,Human,Marines,Personnel,no
Male,Human,Tactical,Resigned,yes
Male,Bajoran,Engineering,Intelligence,no
Male,Human,Marines,Intelligence,no
Male,Human,Tactical,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Human,Security,Resigned,no
Male,Human,Operations,Operations,yes
Male,Human,Security,Resigned,yes
Male,Human,Security,Resigned,no
Female,Human,Medical,Resigned,no
Male,Betazoid,Marines,Engineering,no
Female,Human,Security,Resigned,yes
Female,Human,Personnel,Resigned,no
Male,Human,Marines,Tactical,no
Male,Betazoid,Tactical,Tactical,no
Female,Human,Medical,Personnel,no
Female,Human,Security,Resigned,yes
Male,Bajoran,Security,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Human,Tactical,Resigned,yes
Male,Human,Tactical,Marines,no
Male,Human,Marines,Marines,no
Male,Human,Tactical,Resigned,yes
Male,Human,Tactical,Personnel,no
Female,Human,Medical,Resigned,yes
Male,Human,Engineering,Engineering,yes
Female,Human,Operations,Resigned,no
Male,Human,Intelligence,Resigned,no
Male,Betazoid,Medical,Intelligence,yes
Male,Human,Marines,Resigned,yes
Male,Vulcan,Tactical,Resigned,no
Female,Human,Intelligence,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Bajoran,Tactical,Tactical,yes
Male,Human,Security,Security,yes
Male,Vulcan,Security,Resigned,no
Male,Human,Engineering,Resigned,no
Female,Human,Engineering,Operations,no
Female,Betazoid,Intelligence,Operations,no
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Tactical,yes
Female,Vulcan,Tactical,Tactical,no
Male,Human,Security,Security,no
Male,Human,Engineering,Resigned,yes
Male,Human,Security,Intelligence,yes
Male,Betazoid,Operations,Intelligence,no
Male,Human,Marines,Intelligence,yes
Male,Human,Marines,Resigned,no
Male,Human,Security,Intelligence,no
Male,Bajoran,Engineering,Engineering,no
Male,Human,Tactical,Tactical,yes
Male,Bajoran,Medical,Resigned,yes
Male,Human,Security,Resigned,no
Male,Human,Security,Security,yes
Male,Betazoid,Marines,Engineering,no
Male,Human,Tactical,Marines,no
Male,Bajoran,Medical,Resigned,no
Male,Human,Medical,Resigned,yes
Male,Human,Medical,Medical,yes
Male,Human,Security,Personnel,yes
Female,Betazoid,Personnel,Resigned,no
Male,Bajoran,Engineering,Resigned,yes
Male,Human,Engineering,Engineering,no
Male,Human,Medical,Medical,no
Male,Betazoid,Engineering,Resigned,yes
Male,Human,Tactical,Resigned,yes
Female,Human,Medical,Resigned,no
Male,Betazoid,Marines,Resigned,yes
Male,Human,Engineering,Engineering,yes
Male,Human,Tactical,Intelligence,no
Male,Human,Tactical,Resigned,yes
Male,Betazoid,Marines,Resigned,yes
Male,Betazoid,Tactical,Resigned,no
Male,Human,Engineering,Tactical,no
Male,Human,Operations,Intelligence,yes
Male,Vulcan,Tactical,Resigned,no
Male,Bajoran,Engineering,Engineering,yes
Male,Human,Security,Security,no
Male,Human,Security,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Human,Engineering,Engineering,yes
Female,Vulcan,Security,Operations,yes
Female,Vulcan,Marines,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Human,Marines,Resigned,no
Male,Bajoran,Security,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Human,Tactical,Tactical,no
Male,Betazoid,Security,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Intelligence,yes
Male,Human,Engineering,Resigned,yes
Male,Betazoid,Operations,Resigned,yes
Female,Vulcan,Engineering,Engineering,no
Male,Bajoran,Medical,Medical,yes
Male,Bajoran,Engineering,Resigned,no
Male,Human,Intelligence,Medical,no
Male,Human,Engineering,Engineering,no
Male,Human,Security,Resigned,yes
Male,Vulcan,Marines,Resigned,no
Male,Betazoid,Engineering,Resigned,yes
Male,Betazoid,Engineering,Engineering,yes
Male,Human,Tactical,Tactical,yes
Male,Human,Medical,Medical,yes
Female,Vulcan,Tactical,Resigned,no
Male,Vulcan,Marines,Medical,no
Male,Betazoid,Engineering,Resigned,yes
Male,Human,Engineering,Resigned,no
Female,Human,Engineering,Engineering,yes
Male,Human,Personnel,Resigned,yes
Female,Human,Security,Intelligence,no
Male,Human,Marines,Security,no
Female,Human,Tactical,Intelligence,no
Male,Betazoid,Engineering,Marines,yes
Male,Human,Medical,Resigned,no
Male,Human,Personnel,Intelligence,no
Male,Human,Engineering,Personnel,no
Male,Human,Engineering,Resigned,yes
Male,Human,Marines,Resigned,no
Male,Human,Security,Marines,yes
Male,Human,Security,Security,no
Female,Vulcan,Personnel,Resigned,no
Male,Human,Marines,Resigned,no
Male,Betazoid,Marines,Marines,no
Male,Vulcan,Medical,Resigned,no
Male,Bajoran,Engineering,Resigned,yes
Female,Human,Intelligence,Intelligence,yes
Male,Human,Tactical,Resigned,yes
Male,Betazoid,Security,Security,no
Male,Human,Marines,Resigned,no
Male,Betazoid,Tactical,Resigned,no
Male,Betazoid,Tactical,Tactical,no
Male,Bajoran,Medical,Resigned,no
Male,Vulcan,Marines,Operations,no
Male,Human,Medical,Engineering,no
Male,Betazoid,Marines,Resigned,no
Male,Bajoran,Intelligence,Resigned,yes
Male,Vulcan,Intelligence,Intelligence,no
Male,Human,Tactical,Intelligence,no
Female,Betazoid,Security,Security,no
Female,Bajoran,Medical,Resigned,yes
Male,Human,Engineering,Resigned,no
Male,Bajoran,Tactical,Engineering,yes
Male,Human,Intelligence,Medical,no
Female,Bajoran,Engineering,Resigned,yes
Male,Human,Medical,Resigned,no
Male,Vulcan,Medical,Marines,no
Female,Bajoran,Engineering,Resigned,yes
Male,Human,Engineering,Engineering,no
Male,Human,Security,Resigned,no
Female,Bajoran,Medical,Medical,yes
Male,Human,Security,Resigned,no
Male,Human,Engineering,Marines,no
Male,Human,Medical,Marines,no
Male,Human,Operations,Intelligence,no
Male,Betazoid,Operations,Resigned,no
Male,Vulcan,Tactical,Resigned,no
Female,Human,Engineering,Intelligence,yes
Female,Human,Medical,Marines,no
Male,Human,Engineering,Resigned,no
Male,Betazoid,Engineering,Resigned,no
Male,Human,Security,Resigned,no
Male,Human,Marines,Security,no
Male,Human,Security,Resigned,yes
Male,Bajoran,Tactical,Engineering,no
Female,Human,Marines,Medical,no
Male,Betazoid,Medical,Medical,yes
Male,Human,Medical,Medical,no
Male,Human,Tactical,Resigned,no
Male,Betazoid,Security,Security,yes
Male,Vulcan,Security,Security,yes
Female,Bajoran,Operations,Resigned,no
Female,Human,Intelligence,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Security,Resigned,no
Male,Human,Marines,Engineering,no
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Tactical,yes
Male,Human,Security,Resigned,no
Male,Human,Security,Security,yes
Male,Bajoran,Engineering,Engineering,no
Male,Betazoid,Engineering,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Betazoid,Engineering,Engineering,no
Male,Human,Operations,Resigned,no
Male,Human,Marines,Resigned,no
Male,Betazoid,Tactical,Resigned,no
Male,Human,Engineering,Resigned,yes
Female,Vulcan,Marines,Resigned,no
Female,Vulcan,Engineering,Engineering,no
Male,Bajoran,Engineering,Intelligence,no
Female,Betazoid,Engineering,Engineering,yes
Female,Human,Medical,Medical,yes
Female,Human,Security,Intelligence,no
Female,Human,Tactical,Tactical,yes
Male,Human,Tactical,Intelligence,no
Male,Human,Marines,Resigned,no
Male,Betazoid,Engineering,Resigned,no
Male,Human,Tactical,Resigned,yes
Male,Human,Security,Security,yes
Male,Human,Engineering,Marines,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Resigned,yes
Male,Human,Engineering,Resigned,yes
Male,Human,Marines,Intelligence,no
Male,Human,Engineering,Engineering,yes
Male,Human,Security,Security,yes
Male,Human,Tactical,Personnel,no
Male,Human,Engineering,Resigned,yes
Male,Human,Tactical,Resigned,yes
Male,Betazoid,Tactical,Tactical,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Medical,Intelligence,no
Male,Vulcan,Medical,Personnel,no
Male,Human,Security,Resigned,no
Male,Vulcan,Engineering,Resigned,no
Male,Bajoran,Operations,Operations,no
Male,Bajoran,Engineering,Engineering,yes
Male,Human,Security,Intelligence,no
Male,Betazoid,Security,Security,yes
Male,Vulcan,Engineering,Resigned,yes
Male,Bajoran,Security,Resigned,yes
Male,Human,Security,Security,no
Male,Betazoid,Engineering,Resigned,yes
Female,Human,Engineering,Resigned,yes
Female,Human,Engineering,Resigned,no
Male,Human,Operations,Intelligence,no
Male,Human,Engineering,Marines,no
Female,Human,Marines,Security,no
Male,Human,Tactical,Tactical,yes
Male,Vulcan,Security,Resigned,no
Male,Human,Security,Resigned,no
Female,Bajoran,Medical,Intelligence,yes
Male,Human,Tactical,Resigned,yes
Male,Human,Engineering,Engineering,no
Male,Betazoid,Security,Resigned,yes
Male,Human,Operations,Intelligence,no
Male,Human,Tactical,Medical,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Tactical,yes
Female,Bajoran,Intelligence,Operations,no
Female,Human,Marines,Security,no
Female,Human,Marines,Medical,no
Female,Human,Security,Resigned,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Medical,Medical,yes
Female,Human,Security,Marines,no
Male,Human,Engineering,Engineering,yes
Female,Bajoran,Intelligence,Medical,yes
Male,Human,Security,Security,no
Male,Human,Engineering,Intelligence,no
Female,Human,Operations,Resigned,no
Male,Betazoid,Medical,Resigned,no
Male,Bajoran,Operations,Resigned,yes
Female,Betazoid,Security,Resigned,yes
Male,Vulcan,Marines,Resigned,yes
Male,Human,Tactical,Resigned,no
Female,Human,Medical,Resigned,no
Male,Bajoran,Tactical,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Security,Resigned,yes
Female,Bajoran,Security,Marines,no
Female,Human,Security,Resigned,no
Male,Human,Security,Resigned,no
Male,Betazoid,Operations,Marines,no
Male,Human,Personnel,Resigned,no
Female,Human,Medical,Medical,no
Male,Betazoid,Engineering,Resigned,no
Male,Bajoran,Marines,Resigned,yes
Male,Bajoran,Engineering,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Bajoran,Engineering,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Security,Resigned,no
Female,Human,Engineering,Intelligence,no
Male,Human,Tactical,Resigned,no
Female,Betazoid,Operations,Operations,yes
Female,Human,Security,Security,no
Male,Betazoid,Tactical,Resigned,yes
Male,Human,Marines,Resigned,no
Male,Betazoid,Marines,Resigned,no
Male,Human,Engineering,Engineering,yes
Male,Human,Medical,Resigned,no
Female,Human,Marines,Security,no
Male,Bajoran,Engineering,Engineering,yes
Male,Bajoran,Engineering,Resigned,no
Male,Betazoid,Operations,Engineering,no
Male,Human,Security,Security,yes
Male,Vulcan,Security,Resigned,no
Male,Betazoid,Engineering,Engineering,yes
Male,Betazoid,Marines,Engineering,no
Male,Human,Medical,Resigned,no
Male,Human,Security,Resigned,no
Male,Vulcan,Engineering,Resigned,yes
Male,Human,Medical,Intelligence,no
Male,Human,Engineering,Personnel,no
Male,Human,Engineering,Resigned,no
Female,Bajoran,Medical,Medical,yes
Male,Betazoid,Medical,Resigned,no
Male,Human,Engineering,Resigned,yes
Male,Human,Security,Resigned,no
Female,Human,Medical,Resigned,yes
Male,Human,Tactical,Resigned,yes
Male,Human,Engineering,Resigned,yes
Male,Human,Operations,Intelligence,no
Male,Human,Marines,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Engineering,no
Female,Human,Tactical,Resigned,no
Male,Human,Personnel,Security,no
Female,Human,Engineering,Resigned,yes
Male,Human,Medical,Intelligence,no
Male,Bajoran,Tactical,Intelligence,no
Male,Human,Medical,Medical,no
Male,Human,Tactical,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Betazoid,Engineering,Resigned,no
Male,Human,Tactical,Marines,no
Male,Human,Engineering,Engineering,yes
Male,Betazoid,Engineering,Resigned,no
Female,Human,Tactical,Resigned,yes
Male,Bajoran,Engineering,Resigned,yes
